customer_id,signup_month,tenure_months,plan_type,monthly_fee,num_profiles,watch_hours_last_month,binge_days_last_month,last_login_days_ago,auto_renew,genre_pref,has_kids_profile,device_type,num_devices_used,support_tickets_last_3mo,avg_watch_session_min,ads_watched_last_month,payment_method,is_churned
OTT3170,Jun,27,Standard,599,3,41.7,0,21,Yes,Comedy,No,Mobile,1,0,38.5,26,Credit Card,1
OTT3171,Apr,30,Basic,399,5,9.5,3,10,Yes,Documentary,Yes,Smart TV,3,0,37.0,10,Net Banking,1
OTT3172,May,15,Basic,199,1,50.3,0,0,Yes,Action,No,Laptop,4,0,72.2,53,Debit Card,0
OTT3173,Jan,27,Basic,399,3,36.3,0,28,Yes,Drama,Yes,Mobile,1,0,46.5,17,Debit Card,1
OTT3174,Jul,22,Standard,399,4,37.8,5,30,Yes,Sci-Fi,No,Laptop,1,0,53.8,3,Credit Card,1
OTT3175,Feb,22,Premium,399,3,25.6,8,10,No,Sci-Fi,Yes,Mobile,1,2,31.1,12,UPI,1
OTT3176,Jun,24,Standard,399,1,51.7,3,18,No,Horror,No,Laptop,2,0,41.4,48,Credit Card,0
OTT3177,Feb,14,Premium,399,3,23.9,7,24,No,Documentary,Yes,Tablet,2,2,40.2,55,Net Banking,1
OTT3178,Mar,6,Standard,199,5,41.8,9,1,Yes,,Yes,Smart TV,3,0,80.2,48,Debit Card,0
OTT3179,Jan,17,Premium,,2,22.5,9,9,Yes,Drama,Yes,Mobile,5,2,67.2,7,Credit Card,1
OTT3180,Apr,28,Standard,199,4,25.6,6,24,No,Horror,Yes,Tablet,2,0,75.4,16,Debit Card,1
OTT3181,Apr,24,Standard,199,1,37.8,4,2,Yes,Drama,No,Tablet,3,2,72.2,54,Net Banking,0
OTT3182,Feb,15,Premium,599,4,0.7,6,13,Yes,Drama,No,Smart TV,5,2,79.8,55,UPI,1
OTT3183,Apr,28,Standard,399,3,66.5,8,6,Yes,Drama,No,Tablet,5,0,26.2,36,Credit Card,0
OTT3184,Jun,14,Basic,399,5,38.5,8,15,No,Comedy,Yes,Laptop,4,0,61.8,17,UPI,0
OTT3185,Feb,11,Premium,199,2,49.2,0,18,Yes,Horror,No,Laptop,1,0,51.2,57,UPI,1
OTT3186,Jun,1,Standard,199,2,0.0,0,12,Yes,,No,Laptop,1,1,74.8,13,Credit Card,1
OTT3187,Jul,17,Premium,399,5,18.1,1,6,Yes,Sci-Fi,Yes,Laptop,4,1,38.3,35,Debit Card,1
OTT3188,Jan,25,Standard,399,3,14.1,3,4,Yes,Documentary,No,Smart TV,1,1,64.1,29,UPI,1
OTT3189,,2,Standard,199,,52.4,8,6,Yes,Horror,Yes,Smart TV,4,0,57.9,50,Credit Card,0
OTT3190,Jan,2,Premium,399,4,22.5,7,23,No,Action,No,Laptop,2,0,76.8,50,Net Banking,1
OTT3191,Jan,15,Basic,199,4,44.1,9,22,Yes,Action,Yes,Tablet,4,1,78.7,38,UPI,1
OTT3192,Jul,13,Basic,399,3,36.9,0,8,Yes,Comedy,No,Tablet,3,1,,19,Credit Card,0
OTT3193,Mar,12,Basic,599,5,33.6,6,8,Yes,Sci-Fi,Yes,Tablet,1,1,66.6,50,Net Banking,0
OTT3194,Jun,11,Basic,399,5,53.1,8,23,No,Drama,No,Tablet,5,1,77.2,20,UPI,1
OTT3195,Jun,29,Basic,,1,24.9,4,12,No,Documentary,No,Laptop,4,0,11.3,52,Net Banking,0
OTT3196,Jun,11,Standard,399,2,34.9,0,23,Yes,Sci-Fi,No,Laptop,3,1,33.7,1,Net Banking,1
OTT3197,Apr,4,Standard,199,1,26.0,9,17,Yes,Drama,No,Laptop,1,0,81.1,40,Net Banking,1
OTT3198,Mar,1,Basic,599,3,23.6,0,16,Yes,Documentary,Yes,Smart TV,3,0,45.1,14,UPI,0
OTT3199,Jul,27,Standard,199,2,33.6,1,9,Yes,Horror,No,Mobile,5,,68.5,57,Debit Card,0
OTT3200,May,35,Basic,399,3,20.3,0,13,Yes,Action,No,Tablet,2,0,57.8,35,Debit Card,0
OTT3201,Apr,13,Standard,399,5,53.1,6,3,,Sci-Fi,No,Laptop,1,0,79.5,48,Credit Card,0
OTT3202,May,31,Premium,599,1,24.7,4,27,No,Documentary,No,Tablet,5,2,29.8,7,UPI,1
OTT3203,Jan,,Premium,399,3,,5,12,Yes,Comedy,No,Mobile,1,1,44.6,21,Debit Card,1
OTT3204,Mar,10,Premium,199,1,24.7,2,1,No,Horror,No,Mobile,2,0,38.5,14,Net Banking,0
OTT3205,Jul,8,Standard,399,5,29.9,3,23,No,Sci-Fi,Yes,Mobile,1,0,70.5,34,Net Banking,1
OTT3206,Mar,16,Basic,599,3,52.5,7,1,Yes,Action,,Mobile,4,2,47.9,18,Net Banking,0
OTT3207,Jul,5,Basic,399,5,42.2,5,7,Yes,Documentary,No,Mobile,3,2,41.1,40,UPI,0
OTT3208,Jul,21,Basic,599,3,34.1,2,2,Yes,Comedy,No,Laptop,3,1,92.2,52,Net Banking,0
OTT3209,Feb,8,Basic,599,5,21.0,5,13,Yes,Horror,No,Smart TV,1,3,76.9,26,Net Banking,1
OTT3210,Jan,,Basic,199,,42.3,7,17,Yes,Horror,No,Tablet,3,1,79.4,22,Net Banking,1
OTT3211,Feb,5,Standard,199,2,20.3,8,2,Yes,Sci-Fi,No,Mobile,2,1,39.9,43,,1
OTT3212,Jan,13,Standard,599,3,53.2,0,9,Yes,Sci-Fi,No,Smart TV,1,2,51.8,59,Debit Card,0
OTT3213,Feb,13,Standard,199,3,36.5,9,10,Yes,Documentary,Yes,Tablet,1,0,31.0,44,UPI,0
OTT3214,Jun,5,Standard,199,2,68.0,4,5,Yes,Drama,Yes,Smart TV,3,0,57.6,2,Debit Card,0
OTT3215,Mar,33,Basic,599,3,18.6,5,1,Yes,,No,Mobile,3,1,73.0,13,Credit Card,0
OTT3216,Jul,16,Standard,599,1,,1,28,Yes,Sci-Fi,Yes,Mobile,,1,65.5,48,Debit Card,1
OTT3217,Mar,20,Basic,399,4,38.0,4,25,Yes,Horror,No,Smart TV,2,0,37.3,25,Debit Card,1
OTT3218,Feb,,Standard,199,4,34.2,8,23,Yes,Comedy,No,Laptop,2,1,58.4,12,Net Banking,1
OTT3219,Feb,16,Basic,399,2,51.4,5,13,Yes,Comedy,No,Mobile,3,1,51.4,40,UPI,0
OTT3220,Jul,32,Basic,599,1,26.8,5,18,Yes,Drama,No,Laptop,4,0,63.9,27,Credit Card,0
OTT3221,Apr,32,Basic,199,4,62.7,0,24,Yes,Action,No,Smart TV,1,0,66.3,43,UPI,0
OTT3222,Mar,11,Standard,599,5,18.7,3,21,Yes,Action,No,Mobile,1,1,28.6,14,Net Banking,1
OTT3223,Jun,2,Standard,399,1,73.9,2,8,Yes,Horror,No,Tablet,1,1,5.0,39,Debit Card,0
OTT3224,Jun,4,Basic,399,1,23.5,2,16,Yes,Drama,Yes,Laptop,2,0,24.7,34,Credit Card,1
OTT3225,Jul,13,Standard,199,2,39.8,9,18,No,Comedy,No,Smart TV,4,0,72.5,57,UPI,1
OTT3226,May,5,Premium,399,4,53.3,2,26,Yes,Horror,No,Mobile,4,0,66.0,21,Debit Card,0
OTT3227,May,7,Standard,199,5,44.3,3,30,Yes,Horror,No,Mobile,1,0,60.2,0,Credit Card,0
OTT3228,Jan,13,Standard,399,3,36.8,4,6,No,Action,Yes,Laptop,5,1,35.1,18,Net Banking,0
OTT3229,Apr,22,Standard,399,3,24.4,7,2,Yes,Horror,No,Tablet,1,1,48.1,11,Credit Card,0
OTT3230,Feb,2,Basic,399,2,32.5,9,29,No,Action,No,Smart TV,1,0,53.1,34,Credit Card,1
OTT3231,May,26,Premium,199,1,30.5,5,8,No,Horror,No,Laptop,2,0,64.7,7,Debit Card,1
OTT3232,Jan,29,Premium,599,5,40.4,6,27,Yes,Action,Yes,Smart TV,2,0,50.7,32,Credit Card,1
OTT3233,,8,Standard,199,3,31.6,2,5,Yes,Sci-Fi,No,Laptop,5,0,45.6,12,Net Banking,0
OTT3234,Mar,20,Basic,599,3,24.3,8,22,Yes,Comedy,Yes,Mobile,5,1,84.3,17,Net Banking,1
OTT3235,May,3,Premium,199,2,22.8,6,19,Yes,Documentary,No,Tablet,4,0,44.2,16,Credit Card,1
OTT3236,Jan,6,Standard,199,1,22.7,8,12,No,Action,No,Tablet,3,1,81.2,52,Debit Card,1
OTT3237,Mar,1,Premium,599,3,,8,,Yes,Sci-Fi,No,Smart TV,5,2,29.9,14,Debit Card,1
OTT3238,Jan,19,Premium,399,5,55.0,8,16,Yes,Comedy,No,,3,0,43.2,53,Debit Card,0
OTT3239,Mar,12,Basic,399,3,8.7,3,22,Yes,Documentary,No,Laptop,2,0,36.4,45,Net Banking,1
OTT3240,Mar,2,Basic,599,2,17.7,7,18,No,Drama,Yes,Mobile,5,1,84.1,16,Net Banking,1
OTT3241,Jun,9,Standard,399,4,16.5,9,16,Yes,Documentary,No,Laptop,5,0,54.3,56,Debit Card,1
OTT3242,Mar,35,Standard,399,3,9.9,4,10,Yes,Drama,No,Laptop,5,0,92.2,2,UPI,0
OTT3243,Jul,23,Basic,399,2,28.8,0,29,No,Sci-Fi,No,Laptop,3,1,73.9,19,Net Banking,1
OTT3244,Jun,8,Standard,399,3,19.5,5,24,No,Sci-Fi,Yes,Tablet,2,0,60.1,57,Debit Card,1
OTT3245,Feb,15,Standard,399,1,56.9,5,9,No,Comedy,No,Mobile,3,1,64.0,45,Credit Card,0
OTT3246,Feb,23,Basic,399,2,27.6,4,22,Yes,Horror,Yes,Laptop,1,1,62.3,48,Credit Card,1
OTT3247,Jun,12,Standard,599,4,31.1,6,1,Yes,Comedy,No,Mobile,4,1,36.8,53,Debit Card,0
OTT3248,Jun,18,Standard,399,3,40.3,3,23,No,Drama,No,Tablet,3,2,22.9,10,Credit Card,1
OTT3249,Jan,26,Premium,199,3,62.4,,3,Yes,Action,No,Smart TV,3,0,81.9,44,UPI,1
OTT3250,Jun,30,Standard,399,1,41.8,0,10,Yes,Comedy,No,Mobile,5,2,70.5,17,UPI,0
OTT3251,Mar,28,,199,2,30.8,4,9,Yes,Drama,Yes,Tablet,4,0,49.3,39,Debit Card,0
OTT3252,Jul,12,Premium,199,2,57.1,1,10,No,Horror,No,Smart TV,1,,51.5,33,Credit Card,0
OTT3253,Jun,8,Standard,199,,41.9,5,7,No,Drama,Yes,Mobile,4,0,35.7,56,UPI,0
OTT3254,Jan,33,Standard,199,3,26.8,3,30,Yes,Comedy,,Laptop,2,1,70.6,32,Debit Card,1
OTT3255,May,14,Standard,399,4,54.8,1,6,No,Comedy,Yes,Mobile,2,1,72.9,29,Debit Card,0
OTT3256,Mar,1,Basic,199,3,43.3,1,24,Yes,Comedy,No,Laptop,4,0,54.0,22,Net Banking,1
OTT3257,Mar,1,Standard,199,2,37.5,1,18,No,Sci-Fi,No,Laptop,3,0,28.3,0,UPI,1
OTT3258,Jul,27,Standard,599,2,12.5,0,15,Yes,Action,No,Smart TV,4,0,52.5,23,Credit Card,1
OTT3259,Jan,34,Premium,599,4,25.1,4,11,Yes,Documentary,No,Smart TV,3,1,49.5,44,UPI,0
OTT3260,Jan,8,Standard,199,3,64.1,3,29,Yes,Drama,No,Laptop,4,2,61.2,56,Debit Card,1
OTT3261,May,10,Standard,399,5,50.1,4,8,No,Drama,No,Smart TV,,2,50.5,,Net Banking,0
OTT3262,May,20,Premium,399,1,22.4,5,28,No,Drama,No,Smart TV,3,1,37.2,5,Debit Card,1
OTT3263,Jan,1,Standard,399,5,11.3,4,7,No,Sci-Fi,No,Tablet,4,1,25.2,53,Net Banking,1
OTT3264,Feb,30,Premium,599,2,50.7,1,27,Yes,Drama,No,Smart TV,2,0,39.3,48,Net Banking,1
OTT3265,Jun,25,Standard,399,3,37.0,7,23,,Action,Yes,Tablet,1,1,45.4,11,Debit Card,1
OTT3266,Apr,30,Basic,399,4,39.7,8,13,,Comedy,No,Tablet,4,2,64.6,14,Net Banking,1
OTT3267,May,26,Premium,599,3,47.2,6,15,Yes,Horror,No,Smart TV,3,2,60.8,23,UPI,0
OTT3268,Apr,18,Standard,599,4,61.2,6,0,Yes,Drama,No,Laptop,2,1,50.9,55,Debit Card,0
OTT3269,May,10,Standard,599,4,65.6,2,29,Yes,Drama,Yes,Smart TV,2,0,53.1,45,Credit Card,1
OTT3270,May,7,Standard,599,4,23.4,2,7,Yes,Sci-Fi,Yes,Smart TV,4,0,53.2,59,Net Banking,0
OTT3271,May,10,Standard,399,2,20.5,1,20,Yes,Documentary,No,Smart TV,5,1,53.6,43,Credit Card,1
OTT3272,May,6,Basic,399,3,35.1,3,24,Yes,Sci-Fi,No,Laptop,2,1,81.5,51,Debit Card,1
OTT3273,Feb,4,Standard,199,4,47.0,8,27,No,Documentary,No,Mobile,3,0,65.6,18,Net Banking,1
OTT3274,Feb,10,Basic,399,2,27.2,3,5,No,Comedy,No,Mobile,2,0,24.7,9,Debit Card,1
OTT3275,Apr,26,Basic,199,3,21.8,0,1,Yes,Sci-Fi,Yes,Tablet,5,1,72.4,26,UPI,0
OTT3276,Jan,27,Basic,599,3,25.8,4,15,No,Horror,Yes,Smart TV,3,0,75.6,51,UPI,1
OTT3277,Apr,32,Standard,199,2,1.8,1,16,Yes,Horror,No,Mobile,5,0,68.5,37,Net Banking,1
OTT3278,Feb,6,Standard,199,1,55.8,7,5,Yes,Documentary,Yes,Tablet,2,0,61.2,22,Credit Card,0
OTT3279,Jul,29,Premium,199,2,40.8,9,11,Yes,Horror,No,Mobile,5,1,51.1,43,Credit Card,0
OTT3280,Feb,23,Standard,599,2,22.1,3,7,No,Action,No,Mobile,1,1,65.3,2,Debit Card,1
OTT3281,Mar,31,Premium,399,5,16.6,8,4,Yes,Drama,No,Laptop,4,1,40.4,0,Net Banking,1
OTT3282,Mar,5,Basic,199,4,40.9,4,28,Yes,Documentary,No,Smart TV,4,2,44.9,21,UPI,1
OTT3283,May,5,Standard,399,4,57.2,8,2,Yes,Drama,Yes,Tablet,1,1,81.3,26,Credit Card,0
OTT3284,Mar,6,Premium,599,2,49.0,0,10,Yes,Sci-Fi,Yes,Smart TV,5,1,58.2,53,Net Banking,0
OTT3285,Jan,20,Basic,399,4,53.3,1,9,Yes,Documentary,Yes,Mobile,1,0,27.9,25,UPI,0
OTT3286,Apr,6,Standard,199,2,40.0,6,7,Yes,Comedy,Yes,Mobile,3,2,40.5,42,Debit Card,0
OTT3287,Jun,28,Basic,399,2,16.2,0,13,Yes,Action,No,Smart TV,1,0,65.9,2,Debit Card,0
OTT3288,Jun,12,Standard,599,3,31.8,8,4,Yes,Sci-Fi,Yes,Laptop,2,0,43.9,6,UPI,0
OTT3289,Apr,33,Standard,599,1,28.7,2,29,No,Sci-Fi,,Mobile,3,2,28.8,21,Debit Card,1
OTT3290,Jul,14,Standard,399,3,26.3,6,28,No,Action,No,Laptop,1,1,,46,Net Banking,1
OTT3291,Feb,32,Standard,199,1,64.6,3,12,Yes,Sci-Fi,Yes,Mobile,1,4,,4,Debit Card,1
OTT3292,Jun,22,Basic,199,2,22.9,0,22,No,Comedy,No,Smart TV,1,0,67.8,18,Debit Card,1
OTT3293,Apr,30,Basic,399,2,36.8,3,20,Yes,Sci-Fi,Yes,Laptop,5,0,56.2,26,Credit Card,0
OTT3294,Jan,1,Basic,199,4,15.1,7,28,No,Documentary,No,Smart TV,2,0,36.5,7,Net Banking,1
OTT3295,Mar,12,Standard,599,4,30.2,8,25,Yes,Drama,No,Smart TV,1,0,61.9,20,Debit Card,1
OTT3296,Mar,6,Premium,599,3,24.0,0,13,Yes,Sci-Fi,Yes,Smart TV,5,0,47.6,27,Credit Card,0
OTT3297,Jan,14,Premium,599,2,61.1,7,23,Yes,Documentary,No,Laptop,4,0,75.7,16,Debit Card,1
OTT3298,Jul,17,Standard,199,3,22.7,5,11,Yes,Sci-Fi,No,Laptop,2,1,69.8,47,Net Banking,0
OTT3299,Mar,32,Standard,199,1,40.2,9,13,Yes,Comedy,Yes,Mobile,5,1,35.4,3,UPI,0
OTT3300,Jun,35,Basic,199,2,38.2,6,0,Yes,Drama,No,Smart TV,2,2,68.0,46,Credit Card,0
OTT3301,May,24,Basic,199,4,20.8,1,7,No,Action,No,Tablet,5,0,37.3,14,Debit Card,1
OTT3302,Apr,3,Standard,199,5,39.5,1,28,No,Drama,No,Tablet,3,0,88.0,27,Debit Card,1
OTT3303,Mar,16,Premium,599,2,,5,14,Yes,Horror,No,Tablet,1,0,56.2,7,Net Banking,0
OTT3304,Apr,24,Standard,599,3,26.7,7,24,Yes,Comedy,No,Smart TV,2,0,40.4,12,Credit Card,1
OTT3305,Jan,16,Standard,199,4,43.4,4,29,Yes,Drama,Yes,Mobile,3,0,28.9,52,Credit Card,1
OTT3306,Mar,10,Basic,199,1,50.4,0,8,Yes,Sci-Fi,No,Smart TV,1,1,81.8,7,Credit Card,0
OTT3307,Jul,18,Standard,399,1,35.4,9,7,Yes,Sci-Fi,No,Mobile,3,1,27.0,20,Debit Card,1
OTT3308,May,12,Basic,599,1,30.2,0,26,Yes,Comedy,No,Laptop,4,0,69.2,32,Net Banking,1
OTT3309,May,22,Standard,599,4,30.4,3,27,Yes,Sci-Fi,No,Smart TV,3,1,52.8,27,Debit Card,1
OTT3310,Jan,19,Premium,399,3,4.0,9,0,Yes,Action,Yes,Mobile,5,0,65.3,14,Credit Card,1
OTT3311,May,19,Basic,399,2,30.2,9,27,Yes,Drama,No,Smart TV,3,1,82.2,30,Debit Card,1
OTT3312,Jan,2,Premium,399,4,31.4,3,30,Yes,Drama,No,Mobile,5,3,25.1,23,Debit Card,1
OTT3313,Jun,22,Basic,599,5,26.6,8,13,Yes,Comedy,Yes,Tablet,1,0,58.6,30,Debit Card,0
OTT3314,May,15,Premium,599,2,33.7,0,23,No,Sci-Fi,No,Laptop,2,0,20.3,16,Credit Card,1
OTT3315,Mar,4,Standard,599,4,48.9,9,27,Yes,Drama,No,Laptop,3,0,37.2,57,Net Banking,1
OTT3316,Jul,14,Standard,199,2,21.7,7,8,No,Comedy,No,Tablet,2,1,57.3,55,Debit Card,1
OTT3317,Apr,27,Standard,599,3,47.0,0,6,Yes,Drama,Yes,Laptop,2,0,94.6,38,UPI,0
OTT3318,Apr,20,Basic,599,,50.3,5,4,Yes,Action,Yes,Tablet,1,0,43.4,24,Credit Card,0
OTT3319,Jul,5,Standard,199,2,33.6,6,7,No,Horror,Yes,Mobile,4,0,44.0,58,Credit Card,1
OTT3320,Feb,26,Premium,,5,16.5,3,21,Yes,Comedy,No,,1,0,66.5,42,Net Banking,1
OTT3321,Apr,25,Standard,399,3,16.0,2,18,Yes,Drama,Yes,Mobile,4,1,39.2,6,Debit Card,0
OTT3322,May,8,,199,2,24.8,9,6,Yes,Comedy,No,Laptop,2,0,47.6,36,Credit Card,1
OTT3323,Feb,33,Standard,599,,10.2,2,4,No,Horror,No,Mobile,5,0,53.3,58,Credit Card,1
OTT3324,Feb,33,Basic,599,1,65.4,9,15,No,Horror,No,Tablet,1,1,55.7,57,Credit Card,0
OTT3325,Mar,30,Basic,399,2,-0.0,7,25,Yes,Drama,No,Smart TV,5,0,63.3,34,Debit Card,1
OTT3326,Jul,12,Standard,199,5,55.4,5,14,Yes,Sci-Fi,No,Laptop,4,1,25.7,0,UPI,0
OTT3327,Mar,15,Basic,599,3,53.1,5,24,No,Action,Yes,Laptop,,0,68.4,44,UPI,0
OTT3328,Jul,25,Basic,599,1,15.7,7,26,Yes,Horror,No,Tablet,2,2,62.0,6,Credit Card,1
OTT3329,Mar,1,Basic,599,3,42.0,6,6,Yes,Documentary,No,Smart TV,1,0,68.7,37,Net Banking,0
OTT3330,Jun,7,Basic,599,4,46.6,,10,No,Action,No,Tablet,5,1,57.7,35,Debit Card,0
OTT3331,May,15,Premium,199,4,0.0,3,3,Yes,Action,No,Laptop,5,1,39.7,59,Net Banking,1
OTT3332,Jul,32,Premium,399,3,24.1,0,22,No,Comedy,Yes,Tablet,1,0,8.4,55,UPI,1
OTT3333,May,8,Basic,199,5,36.1,9,29,Yes,Action,Yes,Tablet,5,0,42.7,35,Debit Card,1
OTT3334,Jun,30,Basic,399,4,24.8,1,10,No,Documentary,Yes,Smart TV,2,1,39.5,23,Credit Card,0
OTT3335,Jul,20,Basic,399,3,36.1,6,23,Yes,Sci-Fi,No,Smart TV,2,0,,4,UPI,1
OTT3336,May,29,Standard,199,2,36.1,3,9,Yes,Sci-Fi,No,Smart TV,5,0,42.7,43,Credit Card,0
OTT3337,Apr,2,Basic,599,1,22.2,5,28,Yes,Comedy,Yes,Tablet,3,2,10.0,36,Debit Card,1
OTT3338,Jan,15,,599,4,42.0,4,22,No,Action,No,Tablet,4,0,71.7,51,Net Banking,1
OTT3339,Mar,30,Standard,399,2,78.9,1,8,No,Comedy,Yes,Laptop,4,0,65.0,19,UPI,0
OTT3340,Jun,6,Basic,399,4,48.8,1,8,No,Sci-Fi,No,Mobile,4,0,8.8,1,Credit Card,0
OTT3341,Jul,23,Basic,199,1,39.2,4,23,No,Drama,Yes,,1,2,44.6,18,Debit Card,1
OTT3342,Feb,20,Basic,399,2,73.6,6,3,Yes,Documentary,No,Mobile,5,0,53.8,48,Debit Card,0
OTT3343,Feb,27,Basic,599,4,19.9,9,23,Yes,Comedy,Yes,Mobile,2,0,30.3,37,UPI,1
OTT3344,Feb,4,Basic,399,1,18.7,5,24,Yes,Documentary,No,Smart TV,3,1,48.2,57,UPI,1
OTT3345,Jan,27,Basic,199,3,38.5,5,16,No,Sci-Fi,Yes,Tablet,2,0,19.4,30,UPI,0
OTT3346,Jul,5,Standard,599,5,23.0,0,14,No,Drama,No,Mobile,3,2,64.4,43,UPI,1
OTT3347,May,17,Premium,399,5,24.4,2,0,Yes,Horror,Yes,Mobile,1,1,59.8,2,Credit Card,0
OTT3348,Jun,21,Standard,399,3,18.3,4,20,Yes,Horror,No,Smart TV,2,2,57.1,19,Credit Card,1
OTT3349,May,35,Premium,599,4,24.1,5,4,No,Comedy,No,Smart TV,5,3,61.8,35,Debit Card,0
OTT3350,May,35,Basic,199,5,54.2,5,1,No,Horror,Yes,Mobile,5,1,57.4,51,UPI,0
OTT3351,Jun,35,Basic,199,4,16.8,6,27,No,Horror,Yes,Laptop,5,1,55.6,24,UPI,1
OTT3352,Feb,20,Standard,399,3,33.4,3,29,No,Action,Yes,Smart TV,2,2,44.8,38,Net Banking,1
OTT3353,Jan,35,Basic,599,4,6.5,2,8,Yes,Documentary,Yes,Mobile,3,1,41.3,0,UPI,0
OTT3354,Apr,32,Basic,399,3,32.1,9,4,Yes,Drama,Yes,Mobile,3,0,58.7,52,Debit Card,0
OTT3355,Jun,8,Basic,199,2,48.7,9,3,Yes,Comedy,No,Mobile,3,2,84.3,29,Debit Card,1
OTT3356,Jun,26,Basic,399,5,19.1,6,20,No,Action,Yes,Tablet,4,0,91.1,12,Net Banking,1
OTT3357,Jun,1,Basic,599,,50.8,7,1,Yes,Drama,No,Tablet,4,3,29.6,58,Debit Card,1
OTT3358,Jul,25,Basic,599,5,29.1,1,19,Yes,Horror,No,Laptop,4,0,29.6,0,UPI,1
OTT3359,Jan,5,Standard,599,2,42.2,5,23,Yes,Action,No,Laptop,2,0,21.6,49,UPI,1
OTT3360,Jan,26,Basic,199,1,52.7,0,0,No,Comedy,No,Mobile,3,0,45.0,52,UPI,0
OTT3361,Mar,7,Standard,599,5,35.8,8,28,Yes,Drama,No,Mobile,5,1,,9,Debit Card,1
OTT3362,Apr,27,Basic,199,4,26.8,6,0,Yes,Horror,No,Laptop,1,0,45.4,40,Debit Card,0
OTT3363,,8,Standard,399,5,50.9,7,7,Yes,Documentary,No,Mobile,1,1,48.7,24,Debit Card,0
OTT3364,Apr,22,Standard,399,3,,3,8,Yes,Drama,Yes,Laptop,1,0,91.1,2,,0
OTT3365,Jan,8,Premium,199,2,45.0,7,,Yes,Documentary,No,Tablet,2,1,74.0,5,Credit Card,1
OTT3366,Apr,26,Premium,199,1,64.1,7,1,Yes,Drama,Yes,Laptop,4,1,60.5,12,Debit Card,0
OTT3367,Jun,33,Standard,199,5,43.1,7,6,Yes,Comedy,No,,4,0,80.4,15,Net Banking,0
OTT3368,Apr,20,Premium,399,2,52.9,4,25,Yes,Drama,No,Tablet,4,1,45.1,50,Debit Card,1
OTT3369,Apr,8,Basic,399,5,34.2,8,8,Yes,Documentary,Yes,Laptop,1,2,10.1,50,Credit Card,1
OTT3370,Mar,2,Standard,399,4,27.7,3,9,Yes,Documentary,Yes,Smart TV,4,2,70.2,26,UPI,1
OTT3371,May,25,Premium,399,5,30.4,2,1,Yes,Comedy,No,Smart TV,4,1,43.4,0,UPI,0
OTT3372,Jan,4,Standard,199,5,30.4,7,5,Yes,Horror,Yes,Laptop,1,1,63.2,38,,1
OTT3373,Mar,3,Basic,199,2,36.2,6,0,Yes,Documentary,No,Smart TV,2,0,45.6,30,Net Banking,0
OTT3374,Jan,20,Premium,599,4,9.4,9,22,Yes,Drama,No,Laptop,1,0,54.4,39,Credit Card,1
OTT3375,Jan,18,Basic,399,3,12.9,6,2,No,Sci-Fi,Yes,Tablet,4,1,54.1,52,Credit Card,1
OTT3376,Feb,25,Basic,399,3,11.2,9,3,No,Sci-Fi,,Mobile,4,2,104.0,6,Debit Card,1
OTT3377,Jul,8,Premium,199,5,42.0,5,5,No,Horror,No,Mobile,2,0,9.3,8,Credit Card,0
OTT3378,Jun,14,Standard,399,2,55.8,1,16,No,,No,Tablet,4,0,106.8,38,UPI,0
OTT3379,Feb,7,Standard,599,2,22.8,5,26,No,Documentary,Yes,Smart TV,1,2,5.0,54,Debit Card,1
OTT3380,Mar,8,Premium,199,2,28.6,9,21,Yes,Horror,No,Laptop,4,2,62.3,19,UPI,1
OTT3381,Jan,8,Basic,599,5,15.6,3,,Yes,Comedy,No,Mobile,5,0,81.3,1,Credit Card,1
OTT3382,,20,Standard,599,4,41.3,4,2,Yes,Horror,No,Tablet,4,0,60.3,40,Net Banking,0
OTT3383,May,32,Basic,399,4,44.7,9,22,Yes,Sci-Fi,Yes,Laptop,2,2,105.7,17,UPI,1
OTT3384,May,26,Standard,399,5,13.8,4,16,Yes,Drama,No,Mobile,3,0,38.4,46,Credit Card,0
OTT3385,Jul,15,Standard,399,2,53.4,7,15,Yes,Sci-Fi,No,Smart TV,2,0,39.9,29,Net Banking,0
OTT3386,Feb,32,Premium,399,3,,4,30,Yes,Documentary,No,Tablet,2,0,52.0,43,Net Banking,1
OTT3387,Feb,10,Premium,199,4,61.1,7,5,Yes,Drama,Yes,,3,0,107.2,43,Credit Card,0
OTT3388,Mar,12,Standard,199,5,32.0,8,18,Yes,Comedy,No,Mobile,2,1,59.9,35,Debit Card,1
OTT3389,Jul,27,Standard,599,4,56.0,7,17,Yes,Drama,Yes,Laptop,4,,75.3,45,Credit Card,0
OTT3390,May,13,Basic,399,2,13.4,1,28,,Horror,No,Mobile,3,1,5.0,25,Credit Card,1
OTT3391,Jun,10,Standard,,5,51.9,3,1,Yes,Drama,No,Smart TV,3,0,109.8,32,Net Banking,0
OTT3392,Jul,14,Basic,199,1,-0.0,7,1,No,Documentary,No,Mobile,2,1,44.9,25,UPI,1
OTT3393,May,13,Basic,199,3,,4,5,Yes,Horror,Yes,Laptop,1,0,39.3,1,UPI,0
OTT3394,Mar,20,Standard,199,3,40.9,9,7,No,Horror,No,Laptop,2,2,45.0,53,Debit Card,0
OTT3395,May,24,Basic,599,3,27.6,1,24,No,Sci-Fi,No,Laptop,5,0,63.9,47,UPI,1
OTT3396,Feb,16,Basic,,5,30.0,6,2,No,Documentary,Yes,Smart TV,4,1,27.5,32,UPI,0
